101: 角色经验
391224: 垣屋院墙-「柔睦一陬」
391225: 垣屋院墙-「庭中隐际」
391226: 垣屋墙隅-「旧市町墙」
394313: 御伽木「乐至」方桌
394205: 御伽木「乐至」方凳
393410: 五重灯笼祭典门关
393411: 梦见木「空怀」路灯
393412: 梦见木「重念」路灯
393413: 鱼脂白烛-「傍明」
393414: 御伽木郊野路灯
393415: 御伽木简本路灯
393416: 孔雀木「连造」路灯
393316: 御建鸣神主尊旗
393317: 阵屋弓架-「响羽」
393318: 阵屋枪架-「尖破」
393319: 阵地篝火-「清曜」
393320: 阵地拒马-「示边」
393321: 天狐雕像-「白辰嗣响」
393322: 晴空缯彩游鱼旗
393323: 枫木布面狸猫玩偶
393324: 枫木布面白狐玩偶
393325: 「赤铁珊瑚」
393326: 「朽石荧伞」
393129: 御伽木「六用」木桶
393130: 御伽木「但饮」木桶
393131: 厚壁「石胆」陶制水缸
393327: 神社雕像-「清籁镇物」
393328: 乡野水井-「下彻澄泉」
393329: 梦见木「诚见」塞钱箱
393330: 宗传刀架-「两训则」
393331: 「中庭竹水鸣」
394109: 「果农的勤俭」
394110: 御伽木纵置「久香」花坛
394111: 御伽木横置「散彩」花坛
393332: 孔雀木「遍知」告示牌
393132: 古法新造御伽木酒桶
393133: 古法新造御伽木货箱
383313: 茶室器物-「锁香笼」
382210: 茶室坐垫-「晚禾织」
383206: 「铸瓷正则」
383207: 「素守之瓶」
383208: 「恩返之盏」
383314: 纸墨笔砚-「正定笔锋」
381313: 铸铁泛用炉具
390111: 孔雀木「并提」层叠木匣
380407: 茶室烛台-「无味火」
380408: 茶室摆灯-「遮隐光」
380409: 枫木摆灯-「薄馨」
380410: 枫木地灯-「照澄」
380411: 御殿灯笼-「霆威萦盘」
380412: 御殿灯笼-「昔日绯月」
380413: 御殿灯笼-「雷照素心」
380414: 枫木吊灯-「显光」
381502: 茶室柜台-「十四丸」
382108: 茶室圆凳-「折痛辞」
384107: 绘染浮光-「遥山烟空」
384108: 绘染浮光-「水色绚缦」
384109: 壁画拓印-「雾海孤岳」
384110: 壁画拓印-「雾海旧仪」
381209: 枫木书柜-「墨染书心」
381210: 枫木书柜-「千卷柜藏」
390112: 孔雀木「万角」货柜
390113: 孔雀木「不染」橱柜
390114: 梦见木「露隐」衣柜
382211: 枫木仪鼓-「宴奏」
382212: 枫木仪鼓-「喧腾」
382213: 茶室屏风-「垢身金心」
390115: 梦见木「礼待」着物架
382214: 宗传刀架-「四常法」
382215: 旗本重铠-「影阵玄甲」
382216: 梦见木「入画」折屏
381314: 梦见木「冷暖一桌」被炉
383315: 破邪之弦镝
383316: 驱鬼之羽屏
383317: 「神之嗅觉」不倒狐狐
383318: 「真实厨艺」不倒狸狸
381403: 梦见木「樱眠」床榻
390512: 孔雀木「幸归」面具架
391116: 白石温泉-「暖漫」
391227: 温泉屏风-「适分」
391228: 温泉外墙-「无越」
391229: 温泉墙板-「稳足」
381315: 孔雀木「石定」茶桌
381316: 茶室长桌-「座无隙」
391230: 温泉门厅-「避凉」
393333: 乡野水井-「下索密藏」
384501: 「萦绊之刻」
394504: 绿野碧茵-「饼干石路」
391117: 绿野碧茵-「冰澈泉瀑」
382218: 佳节香扆-「栈山航海」
382219: 佳节香扆-「金相玉质」
393337: 晴虹灯树-「灯夕佳景」
390513: 「赀宝浮棚·赠彩」
390514: 「晴虹浮棚·黛蓝」
390515: 「晴虹浮棚·玉红」
393134: 「庆节嘉趣礼如山」
393338: 祥云宛虹飞缎柱衣
393339: 金纹羽节除祟丹帜
380415: 绽蕊烛灯-「澄净如莲」
380416: 晴虹灯树-「元辰吉庆」
392107: 铸石地基-「运开时泰」
390628: 稻妻民居-「海祈话旧」
390629: 稻妻民居-「一室珊瑚」
390630: 稻妻民居-「风沫之屋」
391118: 外景奇石-「飞升腾实」
390516: 祭典展位-「奇奥」
390517: 祭典展位-「文彩」
393343: 狸猫抱抱合影板
393344: 「狐仙宫司」限定画旗
393137: 重型餐馆专用炉灶
393138: 优悠之火
