101: 角色經驗
370204: 抗擊狂風的蒙德舊屋
370205: 高大閣樓的鄉間住宅
370206: 古典鄉間住宅
370207: 袖珍松木小屋
370208: 璃月民居-「歲不我與」
370301: 熱鬧紅火的雜貨攤位
370302: 生意平穩的水果攤位
370303: 貨真價實的水果攤位
370304: 開放式烘爐工坊
370305: 豐收預兆的水果推車
370306: 「行商石門北」
370307: 捲棚果蔬輿
370308: 「百味四宮釜」
370309: 果蔬攤-「案上田園」
370310: 御伽木拉麵屋台
370401: 丘丘前哨小屋
370402: 丘丘領袖大殿
370501: 「雲遊碧水東」
370502: 乾草貨棚
370503: 硬頂避雷帳篷
370504: 簡易單人帳篷
370505: 御伽木市井雜煮屋台
370507: 御伽木儲糧推車
370508: 花傘鋪-「異夢綺彩」
370509: 果蔬攤-「純誠之味」
370510: 祭典「定番」百貨屋台
370511: 祭典「奇番」百貨屋台
370512: 孔雀木「幸歸」面具架
370513: 「貲寶浮棚·贈彩」
370514: 「晴虹浮棚·黛藍」
370515: 「晴虹浮棚·玉紅」
370516: 祭典展位-「奇奧」
370517: 祭典展位-「文彩」
370601: 「恆誥之龕」
370602: 「淨緒之龕」
370603: 稻妻廈屋-「一意同心」
370604: 稻妻商鋪-「千瑜百珉」
370605: 稻妻民居-「三世共業」
370606: 稻妻民居-「知變易通」
370607: 稻妻工坊-「竭蹈正則」
370608: 稻妻民居-「方寸安常」
370609: 稻妻筱屋-「靜度歲晏」
370610: 稻妻筱屋-「野逸入心」
370611: 稻妻工坊-「適稱兼用」
370612: 稻妻民居-「鐵中錚錚」
370613: 稻妻工坊-「糲食尋甘」
370614: 稻妻民居-「長矚無替」
370615: 稻妻官邸-「舉目威儀」
370616: 稻妻官邸-「嚴諭正辦」
370617: 官邸迴廊-「勢至權達」
370618: 陣屋哨塔-「洞鑒」
370619: 陣屋行帳-「時策」
370620: 陣屋營房-「周固」
370621: 陣屋正門-「忠肅」
370623: 御神籤務所-「兆解」
370624: 神社拜殿-「幸願煦音」
370625: 神社偏殿-「社務順易」
370626: 垣屋代館-「度正禮適」
370627: 垣屋倉房-「萬斗儲集」
370628: 稻妻民居-「海祇話舊」
370629: 稻妻民居-「一室珊瑚」
370630: 稻妻民居-「風沫之屋」
371101: 花鳥噴泉
371102: 丘丘螺旋瞭望塔
371103: 丘丘簡易草棚
371104: 「牧歌與風車」
371107: 工程暫駐點
371109: 「斑斕與清冽之夏」
371110: 朱木鳥居-「真靜之扉」
371112: 朱木鳥居-「安復之道」
371113: 垣屋宅門-「風清之扉」
371114: 垣屋長庭-「顏行展舒」
371115: 垣屋庭角-「安節謙洽」
371116: 白石溫泉-「暖漫」
371117: 綠野碧茵-「冰澈泉瀑」
371118: 外景奇石-「飛昇騰實」
371119: 岩廠吊車-「移山」
371120: 岩廠吊車-「平丘」
371201: 三眼守仙牌
371202: 樺木庭院正門
371203: 雕花庭院牆尾
371204: 雕花庭院圍牆
371205: 古宅遊廊-「信步前林」
371206: 古宅院牆-「簷下春秋」
371207: 古宅牆隅-「一角幽芳」
371208: 古宅院牆-「貝聯珠貫」
371209: 古宅院牆-「阡陌之安」
371210: 古宅門樓-「雲門通達」
371211: 古宅景牆-「階柳庭花」
371212: 遊廊轉角-「軒景徐至」
371213: 要地牙門-「雲底之能」
371214: 要地欄楯-「約己之壁」
371215: 欄楯轉角-「矚視無遺」
371216: 御伽木「近竹」院門
371217: 御伽木「近竹」圍欄
371218: 陣屋圍欄-「錯牙」
371219: 陣屋圍欄-「截斷」
371220: 陣屋樁木-「苦刺」
371221: 神社迴廊-「櫻塵步道」
371222: 神社迴廊-「淺赤凝望」
371223: 垣屋院牆-「崩石之御」
371224: 垣屋院牆-「柔睦一陬」
371225: 垣屋院牆-「庭中隱際」
371226: 垣屋牆隅-「舊市町牆」
371227: 溫泉屏風-「適分」
371228: 溫泉外牆-「無越」
371229: 溫泉牆板-「穩足」
371230: 溫泉門廳-「避涼」
371231: 綠野碧茵-「夢境邊際」
371232: 綠野碧茵-「星花籬牆」
371233: 綠野碧茵-「煙景迷宮」
372101: 外景磐石-「卻笠」
372102: 外景磐石-「磈壘」
372103: 外景磐石-「碧峭」
372104: 外景磐石-「眠雲」
372105: 外景磐石-「天階」
372106: 外景磐石-「玲瓏」
372107: 鑄石地基-「運開時泰」
372201: 伏青石
372202: 齊身石
372203: 帝台石
372204: 照月石
372205: 侵霞石
372206: 映紅石
372207: 金聲石
372208: 金芽石
372209: 啟夏石
372210: 兵陣石
372211: 纖拳石
372212: 臨淵石
372213: 渴澤石
372214: 爐灰石
372215: 布衣石
372216: 臥苔石
372217: 斷雲石
372218: 穿澗石
372219: 無典石
372220: 仙家琥珀-「剛烈自見」
372221: 仙家琥珀-「畫牢鎖倀」
372222: 鶯泣石
372223: 朱殷石
372224: 「代宮司之印」
372225: 寂修石
372226: 涉浪石
372227: 溫泉白石-「秘火」
372301: 「歸風的蒼色」
372302: 銀鉤白椰樹
372303: 明沙白椰樹
372304: 天衡赤楓-「紅葉如灼」
372305: 奇狀盤伏樹
372306: 緗葉卻砂樹
372307: 茁壯的萃華樹
372308: 年幼的萃華樹
372309: 高大的樺樹
372310: 初成的樺樹
372311: 金葉盤伏樹
372312: 青葉盤伏樹
372313: 緗葉盤伏樹
372314: 緗葉劍骨樹
372315: 金葉劍骨樹
372316: 青葉劍骨樹
372317: 輕策鷺頂竹
372318: 輕策行雲竹
372319: 輕策寒玉竹
372320: 「九步躑躅間」
372321: 青磁蓬生
372322: 常磐高羅
372323: 淺蔥上旋
372324: 千歲森散
372325: 「花咲初退紅」
372326: 「世紛鳩羽尋棲枝」
372327: 「春惜一斤染」
372328: 「紅鳶問寢覺」
372329: 「纁漫雁來中」
372330: 「片葉蘇芳綴銀硃」
372331: 「著意入深薄」
372332: 「桔梗執別愁雲去」
372333: 煙紅垂露樹
372334: 煙紅懸針樹
372401: 垂香木廚房貨架
372402: 正逢花期的灌木叢
372403: 平平無奇的灌木叢
372404: 「匿蹤之葉」
372405: 「青色噴泉」
372406: 「暖葉篝火樹」
372407: 「晶蝶的棲枝」
372408: 「南境香風葉」
372409: 「明冠羽葉」
372410: 青衫景鑠
372411: 青衫問寒
372412: 青衫自酌
372413: 「綠野的盛宴」
372414: 「綠野的侍者」
372415: 金葉珍枝樹
372416: 緗葉珍枝樹
372417: 敗葉珍枝樹
372418: 青葉珍枝樹
372419: 叢生櫨青
372420: 鬱生櫨青
372421: 叢生彤丹
372422: 鬱生彤丹
372423: 叢生蝶綠
372424: 鬱生蝶綠
372425: 飛泉錦簇
372426: 芽綠錦簇
372427: 梧枝錦簇
372428: 雙生芽綠
372429: 雙生素馨
372430: 「綠野的坐席」
372431: 「獵人的暗哨」
372432: 「獵品的斗篷」
372433: 「紫苑嘆幽弘」
372434: 「影徙露草自傷悼」
372435: 「晚花空言約」
372436: 「瓊樹映瓶覗」
372437: 「蝶引玉子穿白波」
372438: 「舞扇搖赤香」
372439: 「薄紅榴璃散千瓣」
372440: 「半夏沈香茶」
372441: 「竺生御納戶」
372442: 「露隱楝葉間」
372443: 「雪解甚三紅」
372445: 「常夜熒枝」
372446: 「常夜光樹」
372447: 錦葵顫筆菇
372448: 錦葵築鋒菇
372501: 貴本之道-「玄此玉田」
372502: 貴本之道-「薿此芝田」
372503: 貴本之道-「楚此渚田」
372601: 外景磐石·空峋
372602: 外景磐石·孤硊
372603: 外景磐石·霧踞
372604: 外景磐石·浮峭
372605: 外景奇石-「行遠升高」
373100: 測試用燒烤爐
373101: 交錯放置的杉木貨箱
373102: 有序疊放的杉木酒桶
373103: 沉甸甸的乾草捲
373104: 竹框酒罈-「瓊漿待月往」
373105: 玩具攤-「琳琅生趣」
373106: 花傘鋪-「簦下千彩」
373107: 儲物袋-「隱雷退散」
373108: 果蔬商販的謹慎
373109: 果蔬商販的勞累
373110: 硬面彩陶罐
373111: 丘丘弓箭標靶
373112: 丘丘帶角陶鍋
373113: 枯木方向標
373114: 「冒險家難逃之重」
373115: 結實的木桶
373116: 高聳的木桿
373117: 成捆的木材
373118: 防雨的杉木貨箱
373119: 石製盞形水池
373120: 「輕羽的禮讚」
373121: 「蓬蓬果的天空之夢」
373122: 「夏日林中的嚮導」
373123: 練兵場木樁支架
373124: 「夏日林中的信使」
373125: 「前庭淨念池」
373126: 陣屋半鐘-「轟雷之音」
373127: 軍勢鉦鼓-「破陣餘響」
373128: 御伽木簡易工棚
373129: 御伽木「六用」木桶
373130: 御伽木「但飲」木桶
373131: 厚壁「石膽」陶製水缸
373132: 古法新造御伽木酒桶
373133: 古法新造御伽木貨箱
373134: 「慶節嘉趣禮如山」
373135: 「悠眠花火」
373136: 「暇憩焰火」
373137: 重型餐館專用爐灶
373138: 優悠之火
373139: 梨園弦鼓-「一唱三嘆」
373140: 梨園金鳴-「緊鑼密鼓」
373201: 綠植盆栽-「蒼翠寸泓中」
373202: 鎖水的花壇
373203: 轉移壅土的木桶
373204: 「松株侯暮夕」
373205: 「祗力松茶」
373206: 綠野碧茵-「繽彩飄曳」
373207: 綠野碧茵-「喵喵侍者」
373208: 綠野碧茵-「絨絨衛兵」
373301: 杉木置物架
373302: 杉木武器架
373303: 硬木兵戈架
373304: 簡易貨運拖車
373305: 硬石加固的水井
373306: 紅衣斗笠稻草人
373307: 舊式水井
373308: 硬頂水井-「但求虛澈」
373309: 石獅子像-「天祿」
373310: 石獅子像-「百解」
373311: 鄉間的茶攤
373312: 「冒險家的隨身秘寶」
373313: 「魔女的重唱」
373314: 「迴響弦音」
373315: 夢見木「災祛」御籤掛
373316: 御建鳴神主尊旗
373317: 陣屋弓架-「響羽」
373318: 陣屋槍架-「尖破」
373319: 陣地篝火-「清曜」
373320: 陣地拒馬-「示邊」
373321: 天狐雕像-「白辰嗣響」
373322: 晴空繒彩游魚旗
373323: 楓木布面狸貓玩偶
373324: 楓木布面白狐玩偶
373325: 「赤鐵珊瑚」
373326: 「朽石熒傘」
373327: 神社雕像-「清籟鎮物」
373328: 鄉野水井-「下徹澄泉」
373329: 夢見木「誠見」塞錢箱
373330: 宗傳刀架-「兩訓則」
373331: 「中庭竹水鳴」
373332: 孔雀木「遍知」告示牌
373333: 鄉野水井-「下索密藏」
373334: 「夢見花霞織櫻雨」
373335: 「親愛的摯友派蒙的肖像」
373336: 「千籟至音·颻揚」
373337: 晴虹燈樹-「燈夕佳景」
373338: 祥雲宛虹飛緞柱衣
373339: 金紋羽節除祟丹幟
373340: 偽一郎·石像
373341: 御建鳴神主尊大御所大人像
373342: 影向山夜行赤狐玩偶
373343: 狸貓抱抱合影板
373344: 「狐仙宮司」限定畫旗
373345: 「五歌仙」之錦繪
373346: 梨園畫屏-「巧上」
373347: 梨園畫屏-「巧下」
373401: 鐵藝雕花路燈
373402: 野外松木路燈
373403: 退邪燈-「明照左右」
373404: 四合燈-「車笠遠來」
373405: 清影燈-「筆鋒墨影」
373406: 石燈籠-「不動明耀」
373407: 「三咫通明」
373408: 白石「鳴駐」立燈
373409: 御伽木「鳴駐」立燈
373410: 五重燈籠祭典門關
373411: 夢見木「空懷」路燈
373412: 夢見木「重念」路燈
373413: 魚脂白燭-「傍明」
373414: 御伽木郊野路燈
373415: 御伽木簡本路燈
373416: 孔雀木「連造」路燈
373501: 外景錨點
373601: 「靈沼雲池」
373701: 花架·古昔
373702: 花架·夢生
373703: 花架·風頌
373711: 橘櫻黑鳶花器
373712: 金紋蝶翅花器
373713: 山影生壁花器
373714: 曉灰焦茶花器
373801: 星槿·春露
373802: 星槿·秋橘
373803: 星槿·紫錦
373804: 棠鈴·螢燈
373805: 棠鈴·渚蓮
373806: 棠鈴·青箬
373807: 繡莢·曉妝
373808: 繡莢·棲霞
373809: 繡莢·午日
373810: 
373811: 
373812: 
373813: 
373814: 
373815: 
373816: 
373817: 
373818: 
373819: 
373820: 
373821: 
373831: 砂上月蹤
373832: 清漣凝明
373833: 蒼色鬱野
373834: 繁花蒙蘢
373835: 紫苑遙曳
373836: 奇石含露
373837: 煦風碧葉
373838: 流韻虹枝
373841: 雀茶圓旋
373842: 薄香逸放
373843: 狐耳玉子
373844: 溪客問雨
373845: 澤芝示夢
373846: 走筆隱紅
373847: 遐籟的輪廓
373848: 晴空的許諾
373849: 晚霞的姿影
373850: 陽之鏡
373851: 心之環
373852: 願之翎
373900: 搭配「夢裡花」
373901: 製作雪人
373902: 製作雪人
373903: 製作雪人
373904: 製作雪人
374001: 雪人軀幹-「乖乖坐」
374002: 雪人軀幹-「兔子跳」
374003: 雪人軀幹-「經典蛋堡」
374004: 雪人軀幹-「理直氣壯」
374005: 雪人腦袋-「貓貓驚嘆」
374006: 雪人腦袋-「笑容節拍」
374007: 雪人腦袋-「開心通則」
374008: 雪人腦袋-「氣鼓鼓」
374009: 雪人雙手-「清潔騎士」
374010: 雪人雙手-「隨便做做」
374011: 雪人雙手-「好運手套」
374012: 雪人雙手-「歡樂雪怪」
374013: 雪人帽子-「鐵頭衛士」
374014: 雪人帽子-「晚宴貴賓」
374015: 雪人帽子-「雪夜夢鄉」
374016: 雪人帽子-「保重頭髮」
374017: 雪人圍巾-「編織暖意」
374018: 雪人圍巾-「話劇演員」
374019: 雪人圍巾-「果醬鬆餅」
374020: 雪人圍巾-「鉤鉤冰沙」
374021: 雪人雙眼-「智慧凝視」
374022: 雪人雙眼-「尋寶視線」
374023: 雪人雙眼-「忘吃早餐」
374024: 雪人雙眼-「別鏟我」
374025: 雪人鼻子-「苦馬鈴薯球」
374026: 雪人鼻子-「說謊蘿蔔」
374027: 雪人鼻子-「碰一碰」
374028: 雪人鼻子-「蘋果炸彈」
374101: 飽經風雨的竹製圍籬
374102: 卸力的松木圍欄
374103: 丘丘木製圍欄
374104: 丘丘圖騰圍欄
374105: 蔥鬱的葡萄藤
374106: 初成的葡萄藤
374107: 簡易木製圍欄
374108: 施工過半的圍欄
374109: 「果農的勤儉」
374110: 御伽木縱置「久香」花壇
374111: 御伽木橫置「散彩」花壇
374201: 平整的木製長凳
374202: 平整的石製長凳
374203: 古戈爾椅子
374204: 夢見木方凳
374205: 御伽木「樂至」方凳
374206: 奇彩連繞之椅
374207: 梨園賓位-「長樂同座」
374301: 丘丘雙層警戒台
374302: 開放式松木櫥櫃
374303: 重型杉木鍛造桌
374304: 寬大的松木長桌
374305: 大型石製滾磨
374306: 煉金合成台
374307: 雙重商攤-「運勢層層高」
374308: 竹製露天茶桌
374309: 木製露天茶桌
374310: 「夏日林中的盛宴」
374311: 古戈爾桌子
374312: 夢見木長桌
374313: 御伽木「樂至」方桌
374314: 奇彩縈旋之桌
374315: 梨園賓位-「曲中茶香」
374316: 梨園砌末-「且聽分解」
374401: 酒肆貨櫃-「會須百杯飲」
374402: 抗浪結構雙層貨盤
374403: 「花海的搖籃」
374404: 「藍海的寶錢」
374501: 鑄石地基-「修身砥行」
374502: 鑄石地基-「隨車致雨」
374503: 鑄石地基-「倍道兼行」
374504: 綠野碧茵-「餅乾石路」
374505: 鑄石地基-「鴻圖華構」
375101: 蒙德宅邸-「向風的莊園」
3750102: 璃月古宅-「畫閣朱樓」
375103: 稻妻垣屋-「雅練上邸」
376101: 閒趣機關-「衝刺節拍」
376102: 「啟動畫板」
376103: 「終點光環」
376111: 「疾行節奏·芽綠」
376112: 「計分燈架·芽綠」
376113: 「閃爍踏板·芽綠」
376121: 「疾行節奏·群青」
376122: 「計分燈架·群青」
376123: 「閃爍踏板·群青」
376131: 「疾行節奏·鹿角」
376132: 「計分燈架·鹿角」
376133: 「閃爍踏板·鹿角」
376141: 「疾行節奏·錦葵」
376142: 「計分燈架·錦葵」
376143: 「閃爍踏板·錦葵」
376151: 閒趣機關-「應弦而砰」
376152: 啟動木牌
376153: 標靶區域·其一
376154: 標靶區域·其二
376161: 閒趣機關-「蹈厲奮發」
376162: 歷練木牌
376163: 歷練木樁
376164: 歷練木樁
376165: 歷練木樁
376166: 歷練木樁
376167: 歷練木樁
376168: 歷練木樁
376171: 閒趣機關-「迷迷糊糊」
376172: 尋物木牌
376173: 迷糊圓圓
376174: 迷糊圓圓
376175: 迷糊圓圓
376176: 迷糊圓圓
376177: 迷糊圓圓
376178: 迷糊圓圓
376179: 迷糊圓圓
376180: 迷糊圓圓
376181: 迷糊圓圓
376182: 迷糊圓圓
376183: 迷糊圓圓
376184: 迷糊圓圓
377101: 套裝用家具
379001: 花鱂
379002: 琉璃花鱂
379003: 甜甜花鱂
379004: 藍染花鱂
379005: 擒霞客
379006: 水晶宴
379007: 肺棘魚
379008: 鬥棘魚
379009: 鴆棘魚
379010: 赤魔王
379011: 雪中君
379012: 金赤假龍
379013: 錆假龍
379014: 流紋褐蝶魚
379015: 流紋京紫蝶魚
379016: 流紋茶蝶魚
379017: 長生仙
379018: 雷鳴仙
379019: 月光鰭
379020: 炮魨
379021: 苦炮魨
379022: 迪芙妲鰩
379023: 佛瑪洛鰩
380101: 擺設圖紙：玉面簷枋牆
380102: 擺設圖紙：深色木製拱劵牆
380103: 擺設圖紙：楓木拱頂牆
380201: 擺設圖紙：垂香木傳統地板
380202: 擺設圖紙：異色方格地磚
380203: 擺設圖紙：楓木褐彩地板
380301: 擺設圖紙：垂香木方格天花板
380302: 擺設圖紙：暗紋方格天花板
380303: 擺設圖紙：楓木方格天花板
380401: 擺設圖紙：雙層燭臺吊燈
380402: 擺設圖紙：八方燈籠-「時運亨通」
380403: 擺設圖紙：六角燈籠-「和氣致祥」
380404: 擺設圖紙：「南瓜鬼怪狂歡夜」
380405: 擺設圖紙：錦緞華燈-「飛閣流丹」
380406: 擺設圖紙：垂纓花燈-「大道錦繡」
380407: 擺設圖紙：茶室燭臺-「無味火」
380408: 擺設圖紙：茶室擺燈-「遮隱光」
380409: 擺設圖紙：楓木擺燈-「薄馨」
380410: 擺設圖紙：楓木地燈-「照澄」
380411: 擺設圖紙：御殿燈籠-「霆威縈盤」
380412: 擺設圖紙：御殿燈籠-「昔日緋月」
380413: 擺設圖紙：御殿燈籠-「雷照素心」
380414: 擺設圖紙：楓木吊燈-「顯光」
380415: 擺設圖紙：綻蕊燭燈-「澄淨如蓮」
380416: 擺設圖紙：晴虹燈樹-「元辰吉慶」
380418: 擺設圖紙：岩廠提燈-「洞幽燭遠」
381101: 擺設圖紙：極北樺木折角櫃檯
381102: 擺設圖紙：開頂杉木貨架
381103: 擺設圖紙：組合式杉木貨櫃
381104: 擺設圖紙：古典杉木儲藏櫃
381105: 擺設圖紙：高大的樺木衣櫃
381106: 擺設圖紙：卻砂木金紋衣櫃
381201: 擺設圖紙：圖書館雙層書架
381202: 擺設圖紙：萃華木臻品書架
381203: 擺設圖紙：萃華木經濟書架
381204: 擺設圖紙：「易逝於書頁翻飛間」
381205: 擺設圖紙：「司書的寶庫」
381206: 擺設圖紙：朱漆垂香木卷軸書架
381207: 擺設圖紙：朱漆垂香木百寶閣
381208: 擺設圖紙：垂香木商鋪立櫃
381209: 擺設圖紙：楓木書櫃-「墨染書心」
381210: 擺設圖紙：楓木書櫃-「千卷櫃藏」
381301: 擺設圖紙：厚重的圖書館長桌
381302: 擺設圖紙：騎士團的辦公桌
381303: 擺設圖紙：騎士團的會議桌
381304: 擺設圖紙：闊面石製爐灶
381305: 擺設圖紙：可攜式爐灶
381306: 擺設圖紙：菱形桌布的長桌
381307: 擺設圖紙：多重餐位松木圓桌
381308: 擺設圖紙：木紋雅致的書法桌案
381309: 擺設圖紙：松木方形茶桌
381310: 擺設圖紙：垂香木朱漆圓桌
381311: 擺設圖紙：穩固的樺木梳妝檯
381313: 擺設圖紙：鑄鐵泛用爐具
381314: 擺設圖紙：夢見木「冷暖一桌」被爐
381315: 擺設圖紙：孔雀木「石定」茶桌
381316: 擺設圖紙：茶室長桌-「座無隙」
381401: 擺設圖紙：柔風加護的床榻
381402: 擺設圖紙：煙霞雲夢榻
381403: 擺設圖紙：夢見木「櫻眠」床榻
381501: 擺設圖紙：松木客棧櫃檯
381502: 擺設圖紙：茶室櫃臺-「十四丸」
382101: 擺設圖紙：柔軟的會客廳沙發
382102: 擺設圖紙：「晴空藍的午後」
382103: 擺設圖紙：「堅定意志」
382104: 擺設圖紙：松木餐椅
382105: 擺設圖紙：松木靠背茶椅
382106: 擺設圖紙：松木朱漆圓凳
382108: 擺設圖紙：茶室圓凳-「折痛辭」
382201: 擺設圖紙：北地石製壁爐
382202: 擺設圖紙：松木折屏-「雲來帆影」
382203: 擺設圖紙：硬木座屏-「絕雲晨霧」
382204: 擺設圖紙：樺木雙屜床頭櫃
382205: 擺設圖紙：卻砂木金紋床頭櫃
382206: 擺設圖紙：霓裳畫簾-「上取紅霞」
382207: 擺設圖紙：花團錦屏-「玉簪金璧」
382208: 擺設圖紙：震曉雲天鼓
382209: 擺設圖紙：花燈戲臺-「笙歌鼎沸」
382210: 擺設圖紙：茶室坐墊-「晚禾織」
382211: 擺設圖紙：楓木儀鼓-「宴奏」
382212: 擺設圖紙：楓木儀鼓-「喧騰」
382213: 擺設圖紙：茶室屏風-「垢身金心」
382214: 擺設圖紙：宗傳刀架-「四常法」
382215: 擺設圖紙：旗本重鎧-「影陣玄甲」
382216: 擺設圖紙：夢見木「入畫」折屏
382218: 擺設圖紙：佳節香扆-「棧山航海」
382219: 擺設圖紙：佳節香扆-「金相玉質」
382301: 擺設圖紙：蒙德地毯-「明紅的熱忱」
382302: 擺設圖紙：蒙德地毯-「不倦的尋索」
382303: 擺設圖紙：客棧地毯-「賓至如歸」
382304: 擺設圖紙：迎賓地毯-「惠然之顧」
383101: 擺設圖紙：恆亮不熄的提燈
383102: 擺設圖紙：琉璃亭卻砂木立燈
383103: 擺設圖紙：天圓燈籠-「明燭蘭芳」
383104: 擺設圖紙：貝殼燈罩硬質檯燈
383201: 擺設圖紙：花卉瓶栽-「淡藍的從容」
383202: 擺設圖紙：綠植盆栽-「澄澈的清風」
383203: 擺設圖紙：花卉瓶栽-「盛放的曙紅」
383204: 擺設圖紙：花卉盆栽-「甜蜜的偽裝」
383205: 擺設圖紙：綠植盆栽-「松青尺樹上」
383206: 擺設圖紙：「鑄瓷正則」
383207: 擺設圖紙：「素守之瓶」
383208: 擺設圖紙：「恩返之盞」
383301: 擺設圖紙：古典詩琴-「聽風的思緒」
383302: 擺設圖紙：整齊疊放的書本
383303: 擺設圖紙：「學者的倦怠」
383304: 擺設圖紙：「書信的禮節」
383305: 擺設圖紙：精巧的沙漏擺飾
383306: 擺設圖紙：煉金裝置-「水火之間」
383307: 擺設圖紙：煉金器皿-「塵埃的重量」
383308: 擺設圖紙：紙墨筆硯-「臨池學書」
383309: 擺設圖紙：金色三重燭臺
383310: 擺設圖紙：白瓷茶具-「懷質抱真」
383312: 擺設圖紙：「茶煙籠白榻」
383313: 擺設圖紙：茶室器物-「鎖香籠」
383314: 擺設圖紙：紙墨筆硯-「正定筆鋒」
383315: 擺設圖紙：破邪之弦鏑
383316: 擺設圖紙：驅鬼之羽屏
383317: 擺設圖紙：「神之嗅覺」不倒狐狐
383318: 擺設圖紙：「真實廚藝」不倒狸狸
384101: 擺設圖紙：風景畫-「鄉野民居」
384102: 擺設圖紙：風景畫-「遠空層雲」
384103: 擺設圖紙：風景畫-「無名高崖」
384104: 擺設圖紙：工筆淡彩-「珉林千峰」
384105: 擺設圖紙：工筆淡彩-「盞中春紅」
384106: 擺設圖紙：工筆淡彩-「霧海疊嶂」
384107: 擺設圖紙：繪染浮光-「遙山煙空」
384108: 擺設圖紙：繪染浮光-「水色絢縵」
384109: 擺設圖紙：壁畫拓印-「霧海孤嶽」
384110: 擺設圖紙：壁畫拓印-「霧海舊儀」
384201: 擺設圖紙：木版畫餐廳招牌
384202: 擺設圖紙：明淨的花瓶形壁燈
384203: 擺設圖紙：半舊的圓盾
384204: 擺設圖紙：半舊的盾牌
384205: 擺設圖紙：半舊的單手劍
384206: 擺設圖紙：戰鬥意志旗
384207: 擺設圖紙：純淨靈魂旗
384208: 擺設圖紙：騎士團劍盾徽章
384209: 擺設圖紙：壁掛式記錄板
384210: 擺設圖紙：壁掛式看板
384211: 擺設圖紙：錦緞布簾
384501: 擺設圖紙：「縈絆之刻」
390101: 擺設圖紙：乾草廬屋
390102: 擺設圖紙：乾草貨站
390103: 擺設圖紙：璃月民居-「餐松飲澗」
390104: 擺設圖紙：璃月民房-「梁懸千石」
390105: 擺設圖紙：璃月驛站-「古道茶香」
390106: 擺設圖紙：璃月民居-「月臥簷上」
390107: 擺設圖紙：璃月民居-「笙磬同音」
390108: 擺設圖紙：璃月商鋪-「客聚如潮」
390109: 擺設圖紙：古宅廂房-「庭中朝暮」
390110: 擺設圖紙：古宅涼亭-「夜觀七宿」
390111: 擺設圖紙：孔雀木「並提」層疊木匣
390112: 擺設圖紙：孔雀木「萬角」貨櫃
390113: 擺設圖紙：孔雀木「不染」櫥櫃
390114: 擺設圖紙：夢見木「露隱」衣櫃
390115: 擺設圖紙：夢見木「禮待」著物架
390116: 擺設圖紙：梨園台榭-「雲翰風致」
390201: 擺設圖紙：多重拱門的蒙德建築
390202: 擺設圖紙：懸挑閣樓的蒙德民居
390203: 擺設圖紙：不懼潮濕的蒙德公寓
390204: 擺設圖紙：抗擊狂風的蒙德舊屋
390205: 擺設圖紙：高大閣樓的鄉間住宅
390206: 擺設圖紙：古典鄉間住宅
390207: 擺設圖紙：袖珍松木小屋
390208: 擺設圖紙：璃月民居-「歲不我與」
390301: 擺設圖紙：熱鬧紅火的雜貨攤位
390302: 擺設圖紙：生意平穩的水果攤位
390303: 擺設圖紙：貨真價實的水果攤位
390304: 擺設圖紙：開放式烘爐工坊
390305: 擺設圖紙：豐收預兆的水果推車
390306: 擺設圖紙：「行商石門北」
390307: 擺設圖紙：卷棚果蔬輿
390308: 擺設圖紙：「百味四宮釜」
390309: 擺設圖紙：果蔬攤-「案上田園」
390310: 擺設圖紙：御伽木拉麵屋台
390401: 擺設圖紙：丘丘前哨小屋
390402: 擺設圖紙：丘丘領袖大殿
390501: 擺設圖紙：「雲遊碧水東」
390502: 擺設圖紙：乾草貨棚
390503: 擺設圖紙：硬頂避雷帳篷
390504: 擺設圖紙：簡易單人帳篷
390505: 擺設圖紙：御伽木市井雜煮屋台
390507: 擺設圖紙：御伽木儲糧推車
390508: 擺設圖紙：花傘鋪-「異夢綺彩」
390509: 擺設圖紙：果蔬攤-「純誠之味」
390510: 擺設圖紙：祭典「定番」百貨屋台
390511: 擺設圖紙：祭典「奇番」百貨屋台
390512: 擺設圖紙：孔雀木「幸歸」面具架
390513: 擺設圖紙：「貲寶浮棚·贈彩」
390514: 擺設圖紙：「晴虹浮棚·黛藍」
390515: 擺設圖紙：「晴虹浮棚·玉紅」
390516: 擺設圖紙：祭典展位-「奇奧」
390517: 擺設圖紙：祭典展位-「文彩」
390601: 擺設圖紙：「恆誥之龕」
390602: 擺設圖紙：「淨緒之龕」
390603: 擺設圖紙：稻妻廈屋-「一意同心」
390604: 擺設圖紙：稻妻商鋪-「千瑜百珉」
390605: 擺設圖紙：稻妻民居-「三世共業」
390606: 擺設圖紙：稻妻民居-「知變易通」
390607: 擺設圖紙：稻妻工坊-「竭蹈正則」
390608: 擺設圖紙：稻妻民居-「方寸安常」
390609: 擺設圖紙：稻妻筱屋-「靜度歲晏」
390610: 擺設圖紙：稻妻筱屋-「野逸入心」
390611: 擺設圖紙：稻妻工坊-「適稱兼用」
390612: 擺設圖紙：稻妻民居-「鐵中錚錚」
390613: 擺設圖紙：稻妻工坊-「糲食尋甘」
390614: 擺設圖紙：稻妻民居-「長矚無替」
390615: 擺設圖紙：稻妻官邸-「舉目威儀」
390616: 擺設圖紙：稻妻官邸-「嚴諭正辦」
390617: 擺設圖紙：官邸迴廊-「勢至權達」
390618: 擺設圖紙：陣屋哨塔-「洞鑒」
